题名,作者,出版社
高等数理统计,茆诗松 mao shi song 编著,高等敎育出版社
高等数学典型例题与解法,朱健民 zhu jian min 编著,国防科技大学出版社
高等数学题典,黄光谷 huang guang gu 编,湖南大学出版社
高等数学习题课教程,龚漫奇 gong man qi 主编,科学出版社
格调,"福塞尔, fu sai er P. (Fussell, Paul) 著",广西人民出版社
固体物理学,"黄昆, Huang Kun 1919-2005 编著",北京大学出版社
哈利·波特与密室,"罗林 Luolin (Rowling, Joanne Kathleen), 1965- 著",人民文学出版社
函数论与泛函分析初步,"科尔莫戈罗夫 ke er mo ge luo fu (Колмогоров, Андрей Николаевич) 著",高等敎育出版社
红楼梦,曹雪芹 著,人民文学出版社
化工原理习题精解,何潮洪 he chao hong 编,科学出版社
化工原理习题精解,何潮洪 he chao hong 编,科学出版社
机械设计基础,陈国定 chen guo ding 主编,机械工业出版社
机械系统动力学分析及ADAMS应用教程,陈立平 chen li ping 编著,清华大学出版社
基本乐理,任达敏 ren da min (音乐) 编著,人民音乐出版社
基于ABAQUS的有限元分析和应用,庄茁 Zhuang Zhuo 编著,清华大学出版社
计算方法典型题分析解集,封建湖 feng jian hu 编著,西北工业大学出版社
家,"巴金, Ba Jin 1904-2005 著 CAL  n2004445802# jt0yjt0y ec0yec0y",人民文学出版社
金融市场学,沈悦 Shen Yue 主编,科学出版社
经济学的思维方式,"海涅 Hai nie (Heyne, Paul), 1931-2000 著",世界图书出版公司北京公司
晶体物理学,俞文海 yu wen hai 编,中国科学技术大学出版社
晶体学基础,秦善 qin shan 编著,北京大学出版社
精灵宝钻,"托尔金, tuo er jin J. R. R. (Tolkien, J. R. R.), 1892-1973 著",译林出版社
精通LabVIEW 8.X,王磊 wang lei 编著,电子工业出版社
九型人格,"里索 li suo (Riso, Don Richard) 著",南海出版公司
菊与刀,"贝内迪克特 bei nei di ke te (Benedict, Ruth), 1887-1948 著",北京理工大学出版社
矩阵计算的理论与方法,徐树方 xu shu fang 编著,北京大学出版社
科学和工程计算基础,施妙根 shi miao gen 编著,清华大学出版社
科学究竟是什么,"查尔默斯, cha er mo si A. F. (Chalmers, A. F.) 著",河北科学技术出版社
空气动力学,"吴子牛, Wu Zi Niu 1963-  主编",清华大学出版社
蓝血人,倪匡 ni kuang 著,上海书店出版社
理论力学一题多解范例,江晓仑 jiang xiao lun 主编,清华大学出版社
例说8051,张义和 zhang yi he 编著,人民邮电出版社
量子计算和量子信息,"尼尔森, ni er sen M. A. (Nielsen, Michael A.), 1974- 著",清华大学出版社
量子力学基础教程,陈鄂生 chen e sheng 编著,山东大学出版社
流体力学数值方法,章本照 zhang ben zhao 编著,机械工业出版社
流体运动经典分析,杨本洛 著,科学出版社
鹿鼎记,"金庸, jin yong 1924- 著",广州出版社;"花城出版社"
路遙文集,,人民文学出版社
马尔可夫决策过程引论,胡奇英 Hu Qi Ying 著,西安电子科技大学出版社
纳米科学与技术,刘吉平 liu ji ping 编著,科学出版社
偏微分方程现代数值方法,马逸尘 Ma Yi Chen 编著,科学出版社
普通化学典型题分析解集,秦华宇 qin hua yu 主编,西北工业大学出版社
普通心理学,叶奕乾 ye yi qian 主编,华东师范大学出版社
谱方法的数值分析,向新民 Xiang Xin Min 编著,科学出版社
潜能训练,蓝济华 lan ji hua 编著,武汉大学出版社
三十而立,"王小波, wang xiao bo , 1952-1997 著",上海锦绣文章出版社
神经网络,史忠植 Shi Zhong Zhi 编著,高等敎育业出版社
神经网络计算,焦李成 JIAO LI CHENG 编著,西安电子科技大学出版社
声学基础,许肖梅 xu xiao mei 编著,科学出版社
狮城舌战,王沪宁 wang hu zhu 主编,复旦大学出版社
时间简史,"霍金 Huo Jin (Hawking, Stephen W.), 1942-  著",湖南科学技术出版社
视频处理与通信,"王, wang Y. (Wang, Yao) 著",电子工业出版社
输赢,付遙 Fu Yao 著,北京大学出版社
数据分析方法,梅长林 Mei Chang Lin 编,高等敎育出版社
数据结构,殷人昆 yin ren kun 主编,清华大学出版社
数据结构与算法,"德罗兹代克 De Luo Zi Dai Ke A. (Drozdek, Adam) 著",机械工业出版社
数学分析的方法与题解,"赵显曾, zhao xian ceng 1939-  编著",陕西师范大学出版社
数学分析习题及其解答,邹应 zou ying 编著,武汉大学出版社
数学模型方法及应用,熊启才 xiong qi cai 主编,重庆大学出版社
数学物理方程,复旦大学 fu dan da xue 数学系 shu xue xi 主编,复旦大学出版社
数学物理方法学习指导,郭玉翠 guo yu cui 编著,清华大学出版社
数字信号处理,"普埃克, pu ai ke J. G. (Proakis, John G.) 著",电子工业出版社
数字信号处理教程,程佩靑 cheng pei qing 编著,清华大学出版社
随机规划与模糊规划,刘宝碇 liu bao ding 著,清华大学出版社
堂吉诃德,"塞万提斯 Saiwantisi (Cervantes Saavedra, Miguel de), 1547-1616 著",人民文学出版社
陶瓷-金属复合材料,李荣久 Li Rong Jiu 主编,冶金工业出版社
完美交际,"卡耐基, Ka Nai Ji D. (Carnegie, Dele) 著",中国华侨出版社
汪曾祺小说,"汪曾祺, wang zeng qi 1920-1997 著",广西人民出版社
王小波作品精编,"王小波, wang xiao bo 1952-1997 著",漓江出版社
微观经济学原理,"巴德, ba de R. (Bade, Robin) 著",中国人民大学出版社
温暖的旅程,余华 yu hua 选,新世界出版社
西方哲学史,"蒂利 di li (Thilly, Frank), 1865-1934 著",商务印书馆
西游真相,邓曙光 Deng Shu Guang 著,鹭江出版社
系统辨识理论及应用,李言俊 li yan jun  编著,国防工业出版社
细说黄帝内经,徐芹庭 Xu Qin Ting 著,新世界出版社
现代建筑,"弗兰普敦, fu lan pu dun K. (Frampton, Kenneth), 1930-  著",生活?读书?新知三联书店
现代压电学,张福学 Zhang Fu Xue 主编,科学出版社
线性代数习题集,胡显佑 hu xian you 编著,中国人民大学出版社
相干光学原理及应用,刘思敏 Liu Si Min 编著,南开大学出版社
详解MATLAB数字图像处理,张德丰 zhang de feng 编著,电子工业出版社
小波分析与分数傅里叶变换及应用,冉启文 Ran Qi Wen 著,国防工业出版社
小团圆,"张爱玲, zhang ai ling 1920-1995 著",北京十月文艺出版社
笑面人,"雨果 Yu Guo (Hugo, Victor), 1802-1885 著",北京燕山出版社
心理效应解读,汤笑 Tang Xiao 著,中国城市出版社
心相约,陈鲁豫 chen lu yu 著,长江文艺出版社
一个陌生女人的来信,"茨威格 ci wei ge (Zweig, Stefan), 1881-1942 著",北京燕山出版社
应用时间序列分析,何书元 he shu yuan 编著,北京大学出版社
有限元法实用教程,"利乌, Li Wu G. R. (Liu, Gui- Rong) 著",湖南大学出版社
有限元分析与ANSYS APDL编程及高级应用,龚曙光 Gong Shu Guang 编著,机械工业出版社
运筹学,甘应爱 gan ying ai 主编,清华大学出版社
在路上,"凯鲁亚克 kai lu ya ke (Kerouac, Jack), 1922-1969 著",上海译文出版社
支持向量机理论及工程应用实例,白鹏 Bai Peng 编著,西安电子科技大学出版社
直流开关电源的软开关技术,阮新波 ruan xin bo 编著,科学出版社
智能优化方法,汪定伟 Wang Ding Wei 编著,高等敎育出版社
自动控制理论例题习题集·考研试题解析,翁贻方 weng yi fang 编著,机械工业出版社
自动控制理论例题习题集·考研试题解析,翁贻方 weng yi fang 编著,机械工业出版社
自动控制理论要点与解题,葛思擘 ge si bo 编著,西安交通大学出版社
自动控制原理全程导学及习题全解,王莹莹 wang ying ying 主编,中国时代经济出版社
最优化计算方法,蒋金山 jiang jin shan 编,华南理工大学出版社
,"Lefebvre, Arthur Henry, 1923-",
,"Karniadakis, George.",
,,
1973年的弹子球,"村上春树, Cun Shang Chun Shu 1949- 著",上海译文出版社
ANSYS 11.0有限元分析入门与提高,胡国良 Hu Guo Liang 编著,国防工业出版社
ANSYS 13.0有限元分析从入门到精通,张红松 Zhang Hong Song 编著,机械工业出版社
ANSYS参数化编程与命令手册,龚曙光 Gong Shu Guang 编著,机械工业出版社
ANSYS参数化编程与命令手册,龚曙光 Gong Shu Guang 编著,机械工业出版社
C++ STL开发技术导引,叶至军 ye zhi jun 编著,人民邮电出版社
C++程序设计,"梁勇 Liang Yong (Liang, Y.Daniel) 著",机械工业出版社
FLUENT——流体工程仿真计算实例与应用,韩占忠 han zhan zhong 编,北京理工大学出版社
FORTRAN 90程序设计实验指导与测验,白云 bai yun 编著,华东理工大学出版社
FPGA设计指南,"马克斯菲尔德 ma ke si fei er de (Maxfield, Clive), 1957- 著",人民邮电出版社
HFSS原理与工程应用,谢拥军 xie yong jun 编著,科学出版社
Java语言程序设计,"梁, liang Y. D. (Liang, Y. Daniel) 著",机械工业出版社
LabVIEW 8.20中文版编程及应用,刘刚 liu gang 编著,电子工业出版社
LabVIEW虚拟仪器程序设计从入门到精通,林静 lin jing 编著,人民邮电出版社
LS-DYNA3D理论基础与实例分析,白金泽 bai jin ze 编著,科学出版社
Maple教程,"何靑, he qing 1962- 编著",科学出版社
Maple教程,"何靑, he qing 1962- 编著",科学出版社
MATLAB R2007基础教程,刘慧颖 liu hui ying 编著,清华大学出版社
MATLAB R2007图像处理技术与应用,王爱玲 wang ai ling 编著,电子工业出版社
Matlab r2008 控制系统动态仿真实例教程,谢仕宏 Xie Shi Hong 编著,化学工业出版社
MATLAB/SIMULINK实用教程,张化光 zhang hua guang 编著,人民邮电出版社
MATLAB电子仿真与应用教程,王华 Wang Hua 编著,国防工业出版社
MATLAB高等数学实验,章栋恩 Zhang Dong En 编著,电子工业出版社
MEMS和微系统,"徐泰然 xu tai ran (Hsu, Tai-Ran) 著",机械工业出版社
OFDM移动通信技术原理与应用,佟学俭 tong xue jian  编著,人民邮电出版社
Patran 2006与Nastran 2007有限元分析实例指导教程,李邦国 li bang guo 编著,机械工业出版社
Python基础教程,"赫特兰 he te lan (Hetland, Magnus Lie) 著",人民邮电出版社
TOEFL核心词汇21天突破,李笑来 li xiao lai 著,群言出版社
白鹿原,"陈忠实, chen zhong shi 1942-  著",人民文学出版社
半导体物理学,刘恩科 liu en ke  编著,电子工业出版社
绑架游戏,"东野圭吾 dong ye gui wu (ひがしの けぃご), 1958- 著",上海译文出版社
薄膜材料与薄膜技术,郑伟涛 Zheng Wei Tao 编著,化学工业出版社材料科学与工程出版中心
北京法源寺,"李敖, Li Ao 1935-  著",中国友谊出版公司
不可不知的50所美国一流大学,江乐兴 jiang yue xing 主编,中国水利水电出版社
不确定规划及应用,刘宝碇 liu bao ding 著,清华大学出版社
材料科学基础教程习题及解答,赵品 zhao pin 编,哈尔滨工业大学出版社
材料力学要点与解题,闵行 min xing 编著,西安交通大学出版社
藏地密码,何马 he ma 著,重庆出版社
操作系统学习指导与习题解析,张丽芬 Zhang Li Fen 编著,电子工业出版社
测度论讲义,严加安 yan jia an 著,科学出版社
查拉图斯特拉如是说,"尼采 ni cai (Nietzsche, Friedrich Wilhelm), 1844-1900 著",九州出版社
忏悔录,"卢梭 Lu Suo (Rousseau, Jean-Jacques), 1712-1778 著",重庆出版社
超大规模集成电路与系统导论,"尤耶缪拉, you ye miu la J. P. (Uyemura, John P.) 著",电子工业出版社
初入社会15条经验,南山 nan shan 主编,海潮出版社
传热与流动问题的多尺度数值模拟,陶文铨 Tao Wen Quan 著,科学出版社
大话设计模式,程杰 cheng jie 著,清华大学出版社
大学物理学习辅导与自测,何国兴 he guo xing 编,东华大学出版社
大学物理学习指导,宫瑞婷 gong rui ting 主编,中国建材工业出版社
单恋,"东野圭吾, dong ye gui wu 1958- 著",南海出版社
道德经白话解说今注,"江希张, jiang xi zhang 1907-2000 解说",朝华出版社
电力系统暂态分析,李光琦 Li Guang Qi 编,中国电力出版社
电路基础,王淑敏 wang shu min 主编,西北工业大学出版社
电子技术(电工学II)学习指导典型题解,王建华 wang jian hua (电工学) 编著,西安交通大学出版社
电子设计从零开始,杨欣 yang xin 编著,清华大学出版社
调情的艺术,"布森克普夫, Bu Sen Ke Pu Fu B. (Bosenkopf, Brigitte), 著",海南出版社
东京塔,"弗兰克 fu lan ke (Franky, Lily), 1963- 著",中信出版社
动态电力系统的理论和分析,"倪以信, ni yi xin 1946- 著",清华大学出版社
泛函分析学习指南,林源渠 lin yuan qu 编著,北京大学出版社
方与圆,丁远峙 Ding Yuan Zhi 著,海天出版社
非线性光学,钱士雄 qian shi xiong 编著,复旦大学出版社
费恩曼物理学讲义,"范曼 fan man (Feynman, Richard P.), 1918-1988 著",上海科学技术出版社
费曼讲物理,"范曼, fan man R. P. (Feynman, Richard Phillips), 1918-1988 著",湖南科学技术出版社
分布式系统原理与范型,"塔嫩鲍姆, ta nen bao mu A. S. (Tanenbaum, Andrew S.) 著",清华大学出版社
概率论与数理统计习题精选精解,张天德 zhang tian de 主编,山东科学技术出版社
概率论与数理统计习题指导,张文忠 Zhang Wen Zhong 主编,西南交通大学出版社
高等传热学,贾力 Jia Li 编,高等教育出版社
高等工程热力学,陈宏芳 chen hong fang 著,清华大学出版社
高等数学,龚冬保 gong dong bao 编,西安交通大学出版社
高等数学辅导,陈文灯 chen wen deng 主编,世界图书出版公司北京公司
鸽群中的猫,"克里斯蒂 (Christie, Agatha), 1890-1976 著 ke li si di",人民文学出版社
工程分析中的有限元法,巴斯 BA SI 著,机械工业出版社
工程热力学学习指导,武淑萍 wu shu ping 主编,中国电力出版社
管理研究方法论,李怀祖 Li Huai Zu 1933- 著,西安交通大学出版社
广东行知书,陈彤 chen tong 文图,广东旅游出版社
蛤蟆的油,"黑泽明 Hei Ze Ming (Kurosawa, Akira), 1910-1998 著",南海出版公司
红拂夜奔,"王小波, Wang Xiao Bo 1952- 著",北方文艺出版社
厚黑学的智慧,"李宗吾, li zong wu 1879-1944 著",吉林大学出版社
机械设备故障诊断技术及应用,王江萍 wang jiang ping 主编,西北工业大学出版社
基础乐理,尤静波 you jing bo 编著,湖南文艺出版社
吉他自学三月通,刘传 Liu Chuan 主编,蓝天出版社
计量经济学基础,"古扎拉蒂 D. N. (Gujarati, Damodar N.) 著",中国人民大学出版社
计算方法简明教程,王能超 Wang Neng Chao 编著,科学出版社
家,"巴金, Ba Jin 1904-2005 著",人民文学出版社
家,"巴金, Ba Jin 1904-2005 著",人民文学出版社
简明法语教程,,商务印书馆
金粉世家,张恨水 Zhang Hen Shui 著,人民文学出版社
经济学博弈论习题指南,"谢识予, xie shi yu 1962- 主编",复旦大学出版社
晶体物理学基础,陈纲 CHEN GANG 编著,科学出版社
精通MATLAB最优化计算,龚纯 Gong Chun 编著,电子工业出版社
矩阵论典型题解析及自测试题,张凯院 Zhang Kai Yuan 编,西北工业大学出版社
控制论与科学方法论,金观涛 jin guan tao 著,新星出版社
快速傅里叶变换及其C程序,蒋长锦 jiang chang jin 编著,中国科学技术大学出版社
蓝色列车之谜,"克里斯蒂 ke li si di (Christie, Agatha), 1890-1976 著",人民文学出版社
