题名,作者,出版社
谁杀了她,东野圭吾,南海出版公司
数字电子技术学习辅导及习题详解,高吉祥,电子工业出版社
说谎者的扑克牌,刘易斯,中信出版社
台北人,白先勇,花城出版社
统计基础和SPSS 11.0入门与提高,东方人华,清华大学出版社
伟大的博弈,戈登,中信出版社
物理手册,施托克尔,北京大学出版社
系统科学,许国志,上海科技敎育出版社
线性代数辅导,苏志平,中国建材工业出版社
信号与系统知识要点与习题解析,刘继承,哈尔滨工程大学出版社
有限元方法,靑克维奇,清华大学出版社
源氏物语,紫式部,人民文学出版社
怎样读简谱,李重光,湖南文艺出版社
张量及其在连续介质力学中的应用,黄义,冶金工业出版社
资治通鉴,司马光,北岳文艺出版社
子夜,茅盾,人民文学出版社
自控力,何常明,金城出版社
自由选择,弗里德曼,机械工业出版社
《孙子》通鉴,刘彦强,中国文史出版社
ADAMS－虛拟样机技术入门与提高,,机械工业出版社
CMOS超大规模集成电路设计,韦斯特,中国电力出版社
C程序设计,谭浩强,清华大学出版社
C专家编程,范德林登,人民邮电出版社
Kalman滤波理论及其在导航系统中的应用,付梦印,科学出版社
MATLAB 7.0程序设计快速入门,岂兴明,人民邮电出版社
MATLAB科学计算与可视化仿真宝典,刘正君,电子工业出版社
MATLAB小波分析,张德丰,机械工业出版社
Patran和Nastran有限元分析专业教程,马爱军,清华大学出版社
白银时代,王小波,上海三联书店
材料力学学习方法及解题指导,顾志荣,同济大学出版社
大学算法教程,约翰逊鲍,清华大学出版社
大学物理手册,胡盘新,上海交通大学出版社
弹性力学复习与解题指导,王俊民,同济大学出版社
当下的力量,托利,中信出版社
动量、热量和质量传递原理,威尔特,化学工业出版社
复变函数,潘永亮,科学出版社
概率论与数理统计学习辅导,贺兴时,陕西科学技术出版社
高等代数学习指导书,丘维声,清华大学出版社
高等转子动力学,闻邦椿,机械工业出版社
高电压工程基础,施围,机械工业出版社
格林童话全集,格林,译林出版社
怪诞行为学,艾瑞里,中信出版社
哈利·波特与火焰杯,罗林,人民文学出版社
韩信,李凤生,华夏出版社
宏观经济学,曼昆,中国人民大学出版社
厚黑学,李宗吾,江苏文艺出版社
呼啸山庄,勃朗特,长江文艺出版社
机械系统动力学分析及ADAMS应用教程,陈立平,清华大学出版社
基督山伯爵,大仲马,长江文艺出版社
菊与刀,贝内迪克特,上海三联出版社
开关电源技术,杨旭,机械工业出版社
控制系统计算机辅助设计,薛定宇,清华大学出版社
恋人絮语,巴尔特,上海人民出版社
逻辑思维训练,张晓芒,企业管理出版社
美学散步,宗白华,上海人民出版社
情商决定命运,彭书淮,中国民航出版社
杀死一只反舌鸟,李,译林出版社
生活中的博弈论,谢洪波,中国书店
十宗罪,蜘蛛,湖南文艺出版社
时间序列的理论与方法,布罗克韦尔,"高等敎育出版社;""施普林格出版社"""
实验动物学,,第二军医大学出版社
世界未解之谜,李冶威,光明日报出版社
数学分析习题课选讲,贺自树,重庆大学出版社
数值分析,李庆扬,"清华大学出版社;""施普林格出版社"""
数值计算方法,魏毅强,科学出版社
数字信号处理,莱昂斯,机械工业出版社
双城记,狄更斯,北京燕山出版社
苏东坡传,林语堂,陕西师范大学出版社
俗世奇人,冯骥才,作家出版社
微观经济学,平代克,中国人民大学出版社
文明的冲突与世界秩序的重建,亨廷顿,新华出版社
线性代数金版辅导,王华,学苑出版社
线性代数学习指导与习题精解,杨刚,北京理工大学出版社
线性代数要点与解题,魏战线,西安交通大学出版社
新编高等数学题解,王东生,华中理工大学出版社
源氏物语,(日)紫式部,深圳报业集团出版社
再袭面包店,村上春树,上海译文出版社
自然哲学的数学原理,牛顿,重庆出版社
2000工程热力学习题精解,李雷,"科学出版社;""麦格劳-希尔敎育出版集团"""
ANSYS 10.0/LS-DYNA基础理论与工程实践,李裕春,中国水利水电出版社
ANSYS 10.0机械设计高级应用实例,王庆五,机械工业出版社
ANSYS结构有限元高级分析方法与范例应用,尚晓江,中国水利水电出版社
C++编程思想,埃克尔,机械工业出版社
Excel统计应用实务,吴权威,中国水利水电出版社
Fluent 6.3流场分析从入门到精通,周俊波,机械工业出版社
Inventor 9中文版机械设计高级应用实例,郑娟,机械工业出版社
Jave2核心技术,霍斯特曼,机械工业出版社
LabVIEW 8.2.1与DAQ数据采集,龙华伟,清华大学出版社
MATLAB数字信号处理与应用,李正周,清华大学出版社
MSP430单片机常用模块与综合系统实例精讲,秦龙,电子工业出版社
Python语言入门,卢兹,中国水利水电出版社
Short stories of O. Henry,欧·亨利,靑岛出版社
巴黎圣母院,雨果,中国书籍出版社
巴黎圣母院,雨果,上海文艺出版社
百年孤独,加西亚·马克斯,南海出版公司
材料科学基础,陶杰,化学工业出版社
材料力学要点与解题,闵行,西安交通大学出版社
菜根谭,洪应明,京华出版社
茶花女,小仲马,上海三联书店
查特莱夫人的情人,劳伦斯,陕西人民出版社
大学物理学习辅导,朱峰,清华大学出版社
电动机的DSP控制,王晓明,北京航空航天大学出版社
电动力学教学指导,宋福,西安交通大学出版社
电工学习题精解(第六版),李玲远,西南交通大学出版社
电路原理学习指导与习题集,徐福媛,清华大学出版社
概率论与数理统计习题集,姚孟臣,中国人民大学出版社
高等代数解题方法,许甫华,清华大学出版社
高等工程流体力学练习题解,张鸣远,西安交通大学出版社
高等数学全程导学,刘后邘,湖南科学技术出版社
高压断路器原理和应用,徐国政,清华大学出版社
工程湍流,梁在潮,华中理工大学出版社
固体物理及物理量测量,林鸿生,科学出版社
寒夜,巴金,人民文学出版社
黑铁时代,王小波,上海三联书店
厚黑学,李宗吾,汕头大学出版社
呼兰河传,萧红,长江文艺出版社
环氧树脂及其应用,陈平,"化学工业出版社;""材料科学与工程出版中心"""
混沌时间序列分析及其应用,吕金虎,武汉大学出版社
货币金融学,米什金,清华大学出版社
机器学习导论,阿培丁,机械工业出版社
机械设计基础,陈晓南,科学出版社
机械设计基础导教·导学·导考,郭瑞峰,西北工业大学出版社
计算多体系统动力学,洪嘉振,高等教育出版社
精通CFD工程仿真与案例实战,李鹏飞,人民邮电出版社
开关电源的原理与设计,张占松,电子工业出版社
理论力学基本训练,唐晓雯,科学出版社
麦田里的守望者,塞林格,译林出版社
内燃机热力过程模拟,刘永长,机械工业出版社
女人是宇宙一滴水,憨氏,内蒙古文化出版社
偏微分方程数值解法,孙志忠,科学出版社
飘,米切尔,中国国际广播出版社
清华大学建筑学院设计系列课教案与学生作业选,周燕珉,清华大学出版社
日本获奖推理小说选,李重民,九州出版社
杀人之门,东野圭吾,南海出版公司
世界上最伟大的推销员,曼迪诺,海天出版社
数据结构,严蔚敏,清华大学出版社
数学建模精品案例,朱道元,东南大学出版社
数学物理方法要点与解题,李惜雯,西安交通大学出版社
苏东坡传,林语堂,现代敎育出版社
同级生,东野圭吾,南海出版公司
王小波全集,王小波,云南人民出版社
无人生还,克里斯蒂,新星出版社
细说黄帝内经,徐芹庭,新世界出版社
现代控制系统,多尔夫,高等敎育出版社
现代数学建模方法,王庚,科学出版社
线性代数习题课教程,林升旭,华中科技大学出版社
斜阳,太宰治,重庆出版社
新量子世界,海伊,湖南科学技术出版社
信号处理滤波器设计,卢托瓦茨,电子工业出版社
信息论基础,科弗,机械工业出版社
雅思写作官方题库范文大全,杨凡,世界知识出版社
一九八四/动物农场,奥韦尔,译林出版社
意志力训练手册,哈多克,中国发展出版社
运筹学,徐渝,清华大学出版社
直流无刷电动机原理及应用,张琛,机械工业出版社
庄子哲学,王博,北京大学出版社
资本论,马克思,武汉出版社
罪与罚,陀思妥耶夫斯基,人民文学出版社
1973年的弹子球,村上春树,上海译文出版社
51单片机应用从零开始,杨欣,清华大学出版社
ADAMS基础与工程范例教程,石博强,中国铁道出版社
C++ Primer(第4版) 习题解答,蒋爱军,人民邮电出版社
Inventor 7 (中文版)实例教程,刘东,北京理工大学出版社
LabVIEW虚拟仪器程序设计从入门到精通,林静,人民邮电出版社
Linux内核完全注释,赵炯,机械工业出版社
Matlab 7.0/Simulink 6.0应用实例仿真与高效算法开发,黄永安,清华大学出版社
MATLAB科学计算,周博,机械工业出版社
Matlab小波分析与应用,高志,国防工业出版社
PSpice电路编辑程序设计,苏宏宇,国防工业出版社
SPSS for windows 10.0 科研统计应用,贾恩志,东南大学出版社
ubuntu官方指南,希尔,人民邮电出版社
Verilog HDL与数字电路设计,王冠,机械工业出版社
傲慢与偏见,奥斯汀,上海译文出版社
傲慢与偏见,奥斯汀,陕西人民出版社
白鹿原,陈忠实,人民文学出版社
百年思索,龙应台,南海出版公司
半导体物理学,刘恩科,电子工业出版社
城记,王军,生活.读书.新知三联书店
纯粹理性批判,康德,人民出版社
电力电子技术计算机仿真实验,李传琦,电子工业出版社
分析化学,武汉大学,高等教育出版社
腐蚀电化学原理,曹楚南,"化学工业出版社;""工业装备与信息工程出版中心"""
复变函数习题精解精练,苑延华,哈尔滨工程大学出版社
"富爸爸, 穷爸爸",清崎,世界图书出版公司
伽利略的苦恼,东野圭吾,当代世界出版社
概率论与数理统计习题课教程,魏国强,南京大学出版社
高等数学题典,,上海交通大学出版社
基础乐理,尤静波,湖南文艺出版社
基于ABAQUS的有限元分析和应用,庄茁,清华大学出版社
晶体化学及晶体物理学,廖立兵,地质出版社
精通LabVIEW程序设计,张桐,电子工业出版社
精通MATLAB最优化计算,龚纯,电子工业出版社
空中杀人现场,东野圭吾,南海出版公司
理论力学,马尔克耶夫,高等敎育出版社
量子物理史话,曹天元,辽宁敎育出版社
林徽因传,张清平,百花文艺出版社
明朝那些事儿,当年明月,中国海关出版社
模态分析技术,管迪华,清华大学出版社
平行世界·爱情故事,东野圭吾,南海出版公司
燃气轮机传热和冷却技术,韩介勤,西安交通大学出版社
热交换器原理与设计,史美中,东南大学出版社
莎士比亚经典悲剧,莎士比亚,京华出版社
社会资本,林南,上海人民出版社
深入Java虛拟机,文纳斯,机械工业出版社
神探伽利略,东野圭吾,化学工业出版社
十天突破雅思口语,慎小嶷,机械工业出版社
数学模型及其应用,戴名强,科学出版社
数学物理方程的MATLAB解法与可视化,彭芳麟,清华大学出版社
数学物理方程及特殊函数,王载舆,清华大学出版社
数值分析,沙伊德,"科学出版社;""麦格劳-希尔敎育出版集团"""
数字信号处理,张小虹,机械工业出版社
睡眠之道,静一,中国华侨出版社
斯普特尼克恋人,村上春树,上海译文出版社
孙子兵法现代释用,上官觉人,中国华侨出版社
王迈迈六级英语辅导大全,王迈迈,中国致公出版社
网络优化,谢金星,清华大学出版社
我是猫,夏目漱石,上海译文出版社
现代通信原理,罗新民,高等教育出版社
现代压电学,张福学,科学出版社
